Posting Date,Entry Type,Document Type,Order No.,Document No.,Item No.,Description,UoM,Lot No.,Expiration Date,Location Code,Quantity,Invoiced Quantity,Remaining Quantity,Sales Amount (Actual),Unit Cost,Cost Amount (Actual),Cost Amount (Non-Invtbl.),Open,Order Type,Entry No.
11/16/2021,Purchase,Purchase Receipt,,G06214,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283671,9/30/2026,NPW,802,802,0,0," 9,075.00 "," 7,278,150.00 ",0,FALSE,,333952
11/16/2021,Purchase,Purchase Receipt,,G06214,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283601,9/30/2026,NPW,831,831,0,0," 9,075.00 "," 7,541,325.00 ",0,FALSE,,333951
11/16/2021,Purchase,Purchase Receipt,,G06214,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283591,9/30/2026,NPW,780,780,0,0," 9,075.00 "," 7,078,500.00 ",0,FALSE,,333950
11/16/2021,Purchase,Purchase Receipt,,G06214,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283581,9/30/2026,NPW,829,829,0,0," 9,075.00 "," 7,523,175.00 ",0,FALSE,,333949
11/16/2021,Purchase,Purchase Receipt,,G06214,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283571,9/30/2026,NPW,685,685,0,0," 9,075.00 "," 6,216,375.00 ",0,FALSE,,333948
11/16/2021,Purchase,Purchase Receipt,,G06214,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283561,9/30/2026,NPW,630,630,0,0," 9,075.00 "," 5,717,250.00 ",0,FALSE,,333947
11/16/2021,Purchase,Purchase Receipt,,G06214,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283401,9/30/2026,NPW,773,773,0,0," 9,075.00 "," 7,014,975.00 ",0,FALSE,,333946
11/9/2021,Purchase,Purchase Receipt,,G06213,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,2008036,7/31/2024,NPW,10000,10000,0,0, 659.20 ," 6,592,000.00 ",0,FALSE,,333913
11/9/2021,Purchase,Purchase Receipt,,G06213,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,2008037,7/31/2024,NPW,9500,9500,0,0, 659.20 ," 6,262,400.00 ",0,FALSE,,333912
11/15/2021,Purchase,Purchase Receipt,,G06209,LL082500,"Trolley patient,Each",EACH,NA,12/31/2099,NPW,20,20,0,0," 191,000.00 "," 3,820,000.00 ",0,FALSE,,333627
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012081,11/30/2023,NPW,995,995,0,0," 5,562.00 "," 5,534,190.00 ",0,FALSE,,332848
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012080,11/30/2023,NPW,999,999,0,0," 5,562.00 "," 5,556,438.00 ",0,FALSE,,332847
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012079,11/30/2023,NPW,996,996,0,0," 5,562.00 "," 5,539,752.00 ",0,FALSE,,332846
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012078,11/30/2023,NPW,999,999,0,0," 5,562.00 "," 5,556,438.00 ",0,FALSE,,332845
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012077,11/30/2023,NPW,993,993,0,0," 5,562.00 "," 5,523,066.00 ",0,FALSE,,332844
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012076,11/30/2023,NPW,1002,1002,0,0," 5,562.00 "," 5,573,124.00 ",0,FALSE,,332843
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012075,11/30/2023,NPW,995,995,0,0," 5,562.00 "," 5,534,190.00 ",0,FALSE,,332842
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012074,11/30/2023,NPW,987,987,0,0," 5,562.00 "," 5,489,694.00 ",0,FALSE,,332841
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012073,11/30/2023,NPW,998,998,0,0," 5,562.00 "," 5,550,876.00 ",0,FALSE,,332840
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012072,11/30/2023,NPW,1000,1000,0,0," 5,562.00 "," 5,562,000.00 ",0,FALSE,,332839
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012071,11/30/2023,NPW,1006,1006,0,0," 5,562.00 "," 5,595,372.00 ",0,FALSE,,332838
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012070,11/30/2023,NPW,997,997,0,0," 5,562.00 "," 5,545,314.00 ",0,FALSE,,332837
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012069,11/30/2023,NPW,999,999,0,0," 5,562.00 "," 5,556,438.00 ",0,FALSE,,332836
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012068,11/30/2023,NPW,1006,1006,0,0," 5,562.00 "," 5,595,372.00 ",0,FALSE,,332835
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012067,11/30/2023,NPW,1003,1003,0,0," 5,562.00 "," 5,578,686.00 ",0,FALSE,,332834
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012066,11/30/2023,NPW,1008,1008,0,0," 5,562.00 "," 5,606,496.00 ",0,FALSE,,332833
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2012065,11/30/2023,NPW,989,989,0,0," 5,562.00 "," 5,500,818.00 ",0,FALSE,,332832
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2011064,10/31/2023,NPW,995,995,0,0," 5,562.00 "," 5,534,190.00 ",0,FALSE,,332831
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2011063,10/31/2023,NPW,987,987,0,0," 5,562.00 "," 5,489,694.00 ",0,FALSE,,332830
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2011062,10/31/2023,NPW,1000,1000,0,0," 5,562.00 "," 5,562,000.00 ",0,FALSE,,332829
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2011061,10/31/2023,NPW,1002,1002,0,0," 5,562.00 "," 5,573,124.00 ",0,FALSE,,332828
11/9/2021,Purchase,Purchase Receipt,,G06190,AA044100,"Metronidazole,200mg,tablet,1000",1000,2011060,10/31/2023,NPW,833,833,0,0," 5,562.00 "," 4,633,146.00 ",0,FALSE,,332827
11/12/2021,Purchase,Purchase Receipt,,G06186,EE011700,"Chlorinated lime HTH(Sodium hypochlorite)70%,50Kg",50KG,ZA0279,5/31/2024,NPW,276,276,0,0," 145,000.00 "," 40,020,000.00 ",0,FALSE,,332728
11/8/2021,Purchase,Purchase Receipt,,G06134,AA021000,"Diclofenac sodium, 50mg,, tablet,",100,0960031,7/31/2024,NPW,2173,2173,0,0, 635.25 ," 1,380,398.25 ",0,FALSE,,330492
11/8/2021,Purchase,Purchase Receipt,,G06133,AA004800,"Amoxycillin,250mg,capsule,1000",1000,1410411,9/30/2024,NPW,984,984,0,0," 16,788.75 "," 16,520,130.00 ",0,FALSE,,330487
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283551,9/30/2026,NPW,839,839,0,0," 9,075.00 "," 7,613,925.00 ",0,FALSE,,330486
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283541,9/30/2026,NPW,838,838,0,0," 9,075.00 "," 7,604,850.00 ",0,FALSE,,330485
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283531,9/30/2026,NPW,840,840,0,0," 9,075.00 "," 7,623,000.00 ",0,FALSE,,330484
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283521,9/30/2026,NPW,841,841,0,0," 9,075.00 "," 7,632,075.00 ",0,FALSE,,330483
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283511,9/30/2026,NPW,840,840,0,0," 9,075.00 "," 7,623,000.00 ",0,FALSE,,330482
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283501,9/30/2026,NPW,843,843,0,0," 9,075.00 "," 7,650,225.00 ",0,FALSE,,330481
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283491,9/30/2026,NPW,838,838,0,0," 9,075.00 "," 7,604,850.00 ",0,FALSE,,330480
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283481,9/30/2026,NPW,837,837,0,0," 9,075.00 "," 7,595,775.00 ",0,FALSE,,330479
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283471,9/30/2026,NPW,814,814,0,0," 9,075.00 "," 7,387,050.00 ",0,FALSE,,330478
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283461,9/30/2026,NPW,830,830,0,0," 9,075.00 "," 7,532,250.00 ",0,FALSE,,330477
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283451,9/30/2026,NPW,821,821,0,0," 9,075.00 "," 7,450,575.00 ",0,FALSE,,330476
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283441,9/30/2026,NPW,819,819,0,0," 9,075.00 "," 7,432,425.00 ",0,FALSE,,330475
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283421,9/30/2026,NPW,822,822,0,0," 9,075.00 "," 7,459,650.00 ",0,FALSE,,330474
11/8/2021,Purchase,Purchase Receipt,,G06132,AA049500,"Paracetamol,500mg,tablet,1000",1000,0283431,9/30/2026,NPW,480,480,0,0," 9,075.00 "," 4,356,000.00 ",0,FALSE,,330473
9/1/2021,Purchase,Purchase Receipt,,G06131,BB036000,"Gemcitabine,1g,PFR,Each",EACH,GML0220B4,1/31/2022,NPW,515,515,0,0," 18,652.49 "," 9,606,031.94 ",0,FALSE,,330388
9/1/2021,Purchase,Purchase Receipt,,G06130,BB036000,"Gemcitabine,1g,PFR,Each",EACH,GML0120B2,12/31/2021,NPW,700,700,0,0," 18,652.49 "," 13,056,742.44 ",0,FALSE,,330387
9/1/2021,Purchase,Purchase Receipt,,G06130,BB036000,"Gemcitabine,1g,PFR,Each",EACH,GML00220B4,1/31/2022,NPW,285,285,0,0," 18,652.49 "," 5,315,959.42 ",0,FALSE,,330386
9/1/2021,Purchase,Purchase Receipt,,G06129,BB036000,"Gemcitabine,1g,PFR,Each",EACH,GML00220B4,1/31/2022,NPW,1500,1500,0,0," 18,652.49 "," 27,978,733.80 ",0,FALSE,,330385
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101003,9/30/2024,NPW,397,397,0,0," 14,025.00 "," 5,567,925.00 ",0,FALSE,,330384
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101005,9/30/2024,NPW,396,396,0,0," 14,025.00 "," 5,553,900.00 ",0,FALSE,,330383
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101001,9/30/2024,NPW,541,541,0,0," 14,025.00 "," 7,587,525.00 ",0,FALSE,,330382
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101004,9/30/2024,NPW,396,396,0,0," 14,025.00 "," 5,553,900.00 ",0,FALSE,,330381
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101002,9/30/2024,NPW,396,396,0,0," 14,025.00 "," 5,553,900.00 ",0,FALSE,,330380
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101010,9/30/2024,NPW,541,541,0,0," 14,025.00 "," 7,587,525.00 ",0,FALSE,,330379
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101011,9/30/2024,NPW,396,396,0,0," 14,025.00 "," 5,553,900.00 ",0,FALSE,,330378
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101012,9/30/2024,NPW,396,396,0,0," 14,025.00 "," 5,553,900.00 ",0,FALSE,,330377
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101013,9/30/2024,NPW,396,396,0,0," 14,025.00 "," 5,553,900.00 ",0,FALSE,,330376
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101014,8/31/2024,NPW,396,396,0,0," 14,025.00 "," 5,553,900.00 ",0,FALSE,,330375
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101015,8/31/2024,NPW,397,397,0,0," 14,025.00 "," 5,567,925.00 ",0,FALSE,,330374
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101016,8/31/2024,NPW,398,398,0,0," 14,025.00 "," 5,581,950.00 ",0,FALSE,,330373
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101017,8/31/2024,NPW,397,397,0,0," 14,025.00 "," 5,567,925.00 ",0,FALSE,,330372
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101009,8/31/2024,NPW,396,396,0,0," 14,025.00 "," 5,553,900.00 ",0,FALSE,,330371
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101008,8/31/2024,NPW,396,396,0,0," 14,025.00 "," 5,553,900.00 ",0,FALSE,,330370
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101007,8/31/2024,NPW,396,396,0,0," 14,025.00 "," 5,553,900.00 ",0,FALSE,,330369
10/28/2021,Purchase,Purchase Receipt,,G06128,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101006,8/31/2024,NPW,396,396,0,0," 14,025.00 "," 5,553,900.00 ",0,FALSE,,330368
10/28/2021,Purchase,Purchase Receipt,,G06118,EE040800,"Salbutamol sulphate aerosol inhalation,100mcg/dos",EACH,2121051,4/30/2024,NPW,1200,1200,0,0, 976.44 ," 1,171,728.00 ",0,FALSE,,329939
10/28/2021,Purchase,Purchase Receipt,,G06118,BB059400,"Oxytocin,10,IU/ml,1ml,Each",EACH,210406,4/30/2024,NPW,10250,10250,0,0, 52.74 ," 540,544.00 ",0,FALSE,,329938
10/28/2021,Purchase,Purchase Receipt,,G06118,BB034500,"Furosemide (Frusemide),10mg/ml,2ml,Each",EACH,200617,6/30/2023,NPW,12000,12000,0,0, 47.79 ," 573,504.00 ",0,FALSE,,329937
10/28/2021,Purchase,Purchase Receipt,,G06091,AA056700,"Salbutamol,4mg,tablet,1000",1000,2107013,9/30/2023,NPW,1294,1294,0,0," 2,722.50 "," 3,522,915.00 ",0,FALSE,,329044
10/28/2021,Purchase,Purchase Receipt,,G06091,AA056700,"Salbutamol,4mg,tablet,1000",1000,2107024,9/30/2023,NPW,1295,1295,0,0," 2,722.50 "," 3,525,637.50 ",0,FALSE,,329043
10/28/2021,Purchase,Purchase Receipt,,G06091,AA056700,"Salbutamol,4mg,tablet,1000",1000,2107023,9/30/2023,NPW,1295,1295,0,0," 2,722.50 "," 3,525,637.50 ",0,FALSE,,329042
10/28/2021,Purchase,Purchase Receipt,,G06091,AA056700,"Salbutamol,4mg,tablet,1000",1000,2107022,9/30/2023,NPW,1294,1294,0,0," 2,722.50 "," 3,522,915.00 ",0,FALSE,,329041
10/28/2021,Purchase,Purchase Receipt,,G06091,AA056700,"Salbutamol,4mg,tablet,1000",1000,2107021,9/30/2023,NPW,1294,1294,0,0," 2,722.50 "," 3,522,915.00 ",0,FALSE,,329040
10/28/2021,Purchase,Purchase Receipt,,G06091,AA056700,"Salbutamol,4mg,tablet,1000",1000,2107020,9/30/2023,NPW,1294,1294,0,0," 2,722.50 "," 3,522,915.00 ",0,FALSE,,329039
10/28/2021,Purchase,Purchase Receipt,,G06091,AA056700,"Salbutamol,4mg,tablet,1000",1000,2107019,9/30/2023,NPW,1294,1294,0,0," 2,722.50 "," 3,522,915.00 ",0,FALSE,,329038
10/28/2021,Purchase,Purchase Receipt,,G06091,AA056700,"Salbutamol,4mg,tablet,1000",1000,2107018,9/30/2023,NPW,1294,1294,0,0," 2,722.50 "," 3,522,915.00 ",0,FALSE,,329037
10/28/2021,Purchase,Purchase Receipt,,G06091,AA056700,"Salbutamol,4mg,tablet,1000",1000,2107017,9/30/2023,NPW,1294,1294,0,0," 2,722.50 "," 3,522,915.00 ",0,FALSE,,329036
10/28/2021,Purchase,Purchase Receipt,,G06091,AA056700,"Salbutamol,4mg,tablet,1000",1000,2107016,9/30/2023,NPW,1294,1294,0,0," 2,722.50 "," 3,522,915.00 ",0,FALSE,,329035
10/28/2021,Purchase,Purchase Receipt,,G06091,AA056700,"Salbutamol,4mg,tablet,1000",1000,2107015,9/30/2023,NPW,1294,1294,0,0," 2,722.50 "," 3,522,915.00 ",0,FALSE,,329034
10/28/2021,Purchase,Purchase Receipt,,G06091,AA056700,"Salbutamol,4mg,tablet,1000",1000,2107014,9/30/2023,NPW,1294,1294,0,0," 2,722.50 "," 3,522,915.00 ",0,FALSE,,329033
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101040,9/30/2024,NPW,203,203,0,0," 14,025.00 "," 2,847,075.00 ",0,FALSE,,329032
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101039,9/30/2024,NPW,398,398,0,0," 14,025.00 "," 5,581,950.00 ",0,FALSE,,329031
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101038,9/30/2024,NPW,398,398,0,0," 14,025.00 "," 5,581,950.00 ",0,FALSE,,329030
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101037,9/30/2024,NPW,398,398,0,0," 14,025.00 "," 5,581,950.00 ",0,FALSE,,329029
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101036,9/30/2024,NPW,398,398,0,0," 14,025.00 "," 5,581,950.00 ",0,FALSE,,329028
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101035,9/30/2024,NPW,398,398,0,0," 14,013.85 "," 5,577,513.00 ",0,FALSE,,329027
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101034,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329026
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101033,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329025
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101032,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329024
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101031,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329023
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101030,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329022
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101029,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329021
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101028,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329020
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101027,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329019
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101026,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329018
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101025,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329017
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101024,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329016
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101023,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329015
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101022,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329014
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101021,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329013
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101020,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329012
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101019,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329011
10/28/2021,Purchase,Purchase Receipt,,G06091,AA042500,"Metformin hydrochloride 500mg, Tablet, 1000",1000,2101018,9/30/2024,NPW,398,398,0,0," 14,008.00 "," 5,575,184.00 ",0,FALSE,,329010
10/28/2021,Purchase,Purchase Receipt,,G06091,AA028800,"Glibenclamide,5mg,tablet,1000",1000,2109016,9/30/2023,NPW,682,682,0,0," 3,300.00 "," 2,250,600.00 ",0,FALSE,,329009
10/28/2021,Purchase,Purchase Receipt,,G06091,AA028800,"Glibenclamide,5mg,tablet,1000",1000,2109015,9/30/2023,NPW,1286,1286,0,0," 3,300.00 "," 4,243,800.00 ",0,FALSE,,329008
10/28/2021,Purchase,Purchase Receipt,,G06091,AA028800,"Glibenclamide,5mg,tablet,1000",1000,2109014,8/31/2023,NPW,1286,1286,0,0," 3,300.00 "," 4,243,800.00 ",0,FALSE,,329007
10/28/2021,Purchase,Purchase Receipt,,G06091,AA028800,"Glibenclamide,5mg,tablet,1000",1000,2109013,9/30/2023,NPW,1286,1286,0,0," 3,300.00 "," 4,243,800.00 ",0,FALSE,,329006
10/28/2021,Purchase,Purchase Receipt,,G06091,AA028800,"Glibenclamide,5mg,tablet,1000",1000,2109012,9/30/2023,NPW,1286,1286,0,0," 3,300.00 "," 4,243,800.00 ",0,FALSE,,329005
10/28/2021,Purchase,Purchase Receipt,,G06091,AA028800,"Glibenclamide,5mg,tablet,1000",1000,2109011,8/31/2023,NPW,1286,1286,0,0," 3,300.00 "," 4,243,800.00 ",0,FALSE,,329004
10/28/2021,Purchase,Purchase Receipt,,G06091,AA028800,"Glibenclamide,5mg,tablet,1000",1000,2109010,8/31/2023,NPW,1286,1286,0,0," 3,300.00 "," 4,243,800.00 ",0,FALSE,,329003
10/28/2021,Purchase,Purchase Receipt,,G06091,AA028800,"Glibenclamide,5mg,tablet,1000",1000,2109009,8/31/2023,NPW,1280,1280,0,0," 3,300.00 "," 4,224,000.00 ",0,FALSE,,329002
11/1/2021,Purchase,Purchase Receipt,,G06090,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,2008035,7/31/2024,NPW,10000,10000,0,0, 659.20 ," 6,592,000.00 ",0,FALSE,,328989
11/1/2021,Purchase,Purchase Receipt,,G06090,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,2008034,7/31/2024,NPW,10000,10000,0,0, 659.20 ," 6,592,000.00 ",0,FALSE,,328988
11/1/2021,Purchase,Purchase Receipt,,G06090,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,2006023,5/31/2024,NPW,10000,10000,0,0, 659.20 ," 6,592,000.00 ",0,FALSE,,328987
11/1/2021,Purchase,Purchase Receipt,,G06090,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,2006022,5/31/2024,NPW,10000,10000,0,0, 659.20 ," 6,592,000.00 ",0,FALSE,,328986
11/1/2021,Purchase,Purchase Receipt,,G06090,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,2006021,5/31/2024,NPW,10000,10000,0,0, 659.20 ," 6,592,000.00 ",0,FALSE,,328985
11/1/2021,Purchase,Purchase Receipt,,G06090,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,2005020,4/30/2024,NPW,10000,10000,0,0, 659.20 ," 6,592,000.00 ",0,FALSE,,328984
11/1/2021,Purchase,Purchase Receipt,,G06090,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,2005019,4/30/2024,NPW,10000,10000,0,0, 659.20 ," 6,592,000.00 ",0,FALSE,,328983
11/1/2021,Purchase,Purchase Receipt,,G06090,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,2005018,4/30/2024,NPW,10000,10000,0,0, 659.20 ," 6,592,000.00 ",0,FALSE,,328982
11/1/2021,Purchase,Purchase Receipt,,G06090,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH,2005017,4/30/2024,NPW,10000,10000,0,0, 659.20 ," 6,592,000.00 ",0,FALSE,,328981
