No.,Description,Base Unit of Measure,Unit Cost,Unit Price
NN035100,"Marker, Basic Mammography, Suction Cup Style",SET,0,0
NN035400,"Marker, Basic Mammography",SET,0,0
NN035700,"Marker, Nipple Artifacts, 2mm Lead Ball Disposable",EACH,0,0
NN036000,"Markers, AP/PA (Floating Anatomic",PAIR,1210.4,1476.09756
NN036300,"Markers, AP/PA",PAIR,1210.4,1476.09756
NN036350,Mobile (Portable) X-Ray Machines,EACH,0,0
NN036600,"Monitors Medical Imaging, 4MP 30Inch Wide ColorLCD",EACH,0,0
NN036900,"Monitors, Medical Imaging, 5MP 21.3 Inch",EACH,0,0
NN037200,"Monitors, Medical Imaging, Dual Head 3MP ColorLCD",EACH,0,0
NN037500,"X-Ray Film, Monochromatic-Blue Senstive",100,34703.99241,42321.94196
NN037800,"X-Ray Film, Monochromatic-Blue Senstive",100,70665.12,86176.97561
NN038100,"X-Ray Film, Monochromatic-Blue Senstive",100,122576.5866,149483.6421
NN038400,"X-Ray Film, Monochromatic-Blue Senstive, Screen",100,144514.56,176237.2683
NN038700,"X-Ray Film, Monochromatic-Blue Senstive",100,182683.9266,222785.2764
NN039000,"X-Ray Film, Monochromatic-Blue Senstive, Screen",100,178729.255,217962.5061
NN039300,"Needle biopsy 20G,10cm,long Pack of 10,Each",EACH,0,0
NN039600,"Bowel Preparation, Polyethylene Glycol",JUG,0,0
NN039900,"Percuteneous Needle,biopsy CT-Percucut biopsyneedl",EACH,0,0
NN040200,"Percuteneous Needle,biopsy CT-Percucut biopsyneedl",EACH,0,0
NN040500,"Percuteneous Needle,biopsy CT-Percucut biopsyneedl",EACH,0,0
NN040800,"Percuteneous Needle,biopsy CT-Percucut biopsyneedl",EACH,0,0
NN041100,"Percuteneous Needle,biopsy CT-Percucut biopsyneedl",EACH,0,0
NN041400,"Percuteneous Needle,biopsy CT-Percucut biopsyneedl",EACH,0,0
NN041700,"Percuteneous Needle,biopsy, CT-Percucut self asp",EACH,0,0
NN042000,"Percuteneous Needle,biopsy, CT-Percucut self asp",EACH,0,0
NN042300,"Percuteneous Needle,biopsy, CT-Percucut self asp",EACH,0,0
NN042600,"Percuteneous Needle,biopsy, CT-Percucut self asp",EACH,0,0
NN042900,"Percuteneous Needle,bone biopsy 17G, 5cm",EACH,0,0
NN043200,"Percuteneous Needle,bone biopsy, 17G, 12.5cm",EACH,0,0
NN043500,"Percuteneous Needle,bone biopsy, 17G, 15cm",EACH,0,0
NN043800,"Percuteneous Needle,bone biopsy, 17G,10cm",EACH,0,0
NN044100,"Percuteneous Needle,bone biopsy Accessory h/grip",EACH,0,0
NN044400,"Tray, Mammography (for Percutaneous Biopsy",EACH,0,0
NN044700,"Perflubron, Oral Admin, Perfluorooctyl Bromide-MRI",100ML,0,0
NN045000,"Printer, ID (Type: Dark Room-Radiograph Identific",EACH,140096.376,170849.239
NN045300,"Printer, ID Camera (Actinic Marker-Daylight Film",EACH,0,0
NN045600,"Printing Paper, Ultrasound, Thermo Super Density",EACH,6509.8844,7938.88341
NN045900,"Printing Paper, Ultrasound, Thermo- IV H/Density",5 ROLLS,58668.75,71547.2561
NN046200,Processor Systems Cleaner Fluid -Autoprocessor,LITRE,0,0
NN046500,"Pump, Air Insufflator, Manual Rubber Pump, 50mls",EACH,0,0
NN046800,Roll board (Roll board for patient transfers,EACH,0,0
NN047100,"Ruler, Flexible, Radiopaque Extremity",EACH,0,0
NN047400,"Ruler, Rigid, Acrylic, Radiopaque Extremity",EACH,0,0
NN047700,"Ruler, Rigid, Acrylic, Radiopaque Extremity",EACH,0,0
NN048000,Safelight Box with Metal Casing and Filter,EACH,0,0
NN048300,Safelight Filter (for Darkroom Use),EACH,0,0
NN048600,"Screen Cleaner, X-Ray, Plastic Spray Bottle",BOTTLE,0,0
NN048900,"Screening Set, Mammography, Suction Cup",SET,0,0
NN049200,X-Ray Sensitometer for Screen,EACH,0,0
NN049500,"Speculum, Vaginal, Cusco, Stainless Steel",SET,0,0
NN049800,"Step Wedge, Alluminium Step Wedge",EACH,0,0
NN050100,"Ultrasound Gel, High Viscosity, Water Soluble Hypo",0.25L BTL,521.06469,635.44474
NN050400,"Ultrasound Gel, High Viscosity, Water Soluble Hypo",0.5L BTL,1035.47805,1262.77811
NN050700,"Ultrasound Gel High viscosity with 2 dispensers,5L",5L,9779.01816,11925.6319
NN051000,"Printer, Ultrasound Thermo",EACH,336261.8525,410075.4299
NN051300,"Contrast, Iopromide (Ultravist) 240mg/mL, 50ml bot",EACH,0,0
NN051600,"Contrast, Iopromide (Ultravist) 300mg/ml, 50ml bot",EACH,10589.142,12913.5878
NN051900,"Contrast, Iopromide (Ultravist) 370mg/ml, 50ml bot",EACH,10724.107,13078.17927
NN052200,"Ultravist,370mg/ml,IV administration,20ml,Each",EACH,10724.16,13078.2439
NN052210,"Ultravist, 370mg/ml, IV administration, 30ml",EACH,15501.024,18903.6878
NN052500,"Contrast, Urografin/Urovideo 60%, 20mL",100ML,0,0
NN052800,"Contrast, Urografin/Urovideo 76%, 20mL",100ML,14407.808,17570.49756
NN053100,"Glabin Uterine Sound, Malleable Shaft Graduated cm",EACH,0,0
NN053400,"Wipe, Mammo in Gravity Feed, Disposable (Wet)",EACH,0,0
NN053700,"wiper soft paper Disposable,Roll",ROLL,30814.25,37578.35366
NN054000,"Contrast, Iobitridol (Xenetix) 200mg I/mL, IV,50mL",EACH,0,0
NN054300,"X-Prep Bowel, Senna with Sugar, Bottled",EACH,0,0
NN054350,X-Ray Detectable Gauze,EACH,0,0
NN054380,X-Ray Machine (Computerised) Stationary,EACH,0,0
NN054600,"X-ray protector (Lead rubber SkirtCE marked),Each",EACH,220000,268292.6829
NN054610,"X-Ray protector lead double door, 2100mm thick",EACH,0,0
NN054620,"X-Ray protector single door, 1100mm thick",EACH,0,0
NN054630,X-Ray protector Film window 610 mm Thick,EACH,0,0
NN054900,"X-Ray Protection, Thyroid (Neck), Lead Rubber",EACH,14612.57,17820.20732
NN055200,"X-ray Protector eyes Lead goggles,Each",EACH,0,0
NN055500,"X-Ray Protective Gonad Shield, Adult Female",EACH,0,0
NN055800,"X-ray Protector Gonad (Female childCE marked),Set",SET,0,0
NN056100,"X-ray Protector Gonad(Male Adult CE marked),Each",EACH,0,0
NN056400,"X-ray Protector Hands Lead rubber gloves,Each",EACH,0,0
NN09310,"Contrast, Barium Sulphate Powder",40,0,0
PP000300,Abrasion Slurry Opalustre,TUBE,0,0
PP000301,"X-Ray Viewer box, one panel",EACH,0,0
PP000302,"X-Ray Viewer box, two panels",EACH,0,0
PP000303,"X-Ray Viewer box, three panels",EACH,0,0
PP000304,"Dental air compressor, 50L tank capacity, 800W",,0,0
PP000305,Slow hand piece,EACH,0,0
PP000350,Aesculap,EACH,0,0
PP000360,Ash England Explorer Probe no7,EACH,884.7,1078.90244
PP000370,ASH england probe no 11,EACH,884.7,1078.90244
PP000385,Ash England Probe No 14,EACH,884.7,1078.90244
PP000386,ASH england probe no 6,EACH,884.7,1078.90244
PP000387,Ash England Probe Proffessor,EACH,884.7,1078.90244
PP000600,"Acrylics, Kerr Formatray",EACH,0,0
PP000900,"Acrylics, Wright Excell",EACH,0,0
PP001200,"Air motor, integrated spray, autoclavable ISO205",EACH,0,0
PP001300,4.5mm Cortex Screws (Large Fragment Screws),EACH,840,1024.39024
PP001400,4.5mm Cortex Screws (Large Fragment Screws),EACH,840,1024.39024
PP001500,"Alginate Aerosol Adhesive,200ml,can",CAN,0,0
PP001600,4.5mm Cortex Screws (Large Fragment Screws),EACH,840,1024.39024
PP001700,4.5mm Cortex Screws (Large Fragment Screws),EACH,840,1024.39024
PP001800,"Alginate Hold Liquid Adhesive, 30 ml",EACH,0,0
PP001900,4.5mm Cortex Screws (Large Fragment Screws),EACH,900,1097.56098
PP002000,4.5mm Cortex Screws (Large Fragment Screws),EACH,900,1097.56098
PP002100,"Alginate impression material (Supreme),500g",500G,5890.6275,7183.69207
PP002200,4.5mm Cortex Screws (Large Fragment Screws),EACH,900,1097.56098
PP002300,4.5mm Cortex Screws (Large Fragment Screws),EACH,900,1097.56098
PP002400,"Alvogyl paste,100g,Each",EACH,21276.5985,25947.07134
PP002500,4.5mm Cortex Screws (Large Fragment Screws),EACH,970,1182.92683
PP002600,4.5mm Cortex Screws (Large Fragment Screws),EACH,970,1182.92683
PP002700,"Amalgam capsule,#1 Spill non-gamma,50",50,71433.796,87114.38537
PP002800,4.5mm Malleora Screws 65/30mm Length,EACH,1035,1262.19512
PP002900,4.5mm Malleora Screws 70/32mm Length,EACH,1035,1262.19512
PP003000,"Amalgam capsule,#2 Spill non-gamma,50",50,24854.25,30310.06098
PP003100,4.5mm Malleora Screws 75/34mm Length,EACH,1035,1262.19512
PP003200,4.5mm Malleora Screws 80/36mm Length,EACH,1035,1262.19512
PP003300,"Amalgam Capsule,#3 Spill Non-gamma,50",50,0,0
PP003400,4.5mm Malleora Screws 85/38mm Length,EACH,1100,1341.46341
PP003500,4.5MM Broad Compression Plates 8Holes,EACH,5500,6707.31707
PP003600,Amalgamator,EACH,140000,170731.7073
PP003700,4.5MM Broad Compression Plates 9Holes,EACH,6470,7890.2439
PP003800,4.5MM Broad Compression Plates 10Holes,EACH,7440,9073.17073
PP003900,"Arch Bar (RMG17), Fracture Banding wire, 40L",EACH,2197.5,2679.87805
PP003950,"Autoclavable sunction tips, 6mm, No10 Cattan",EACH,3369.97498,4109.72559
PP004000,4.5mm Broad Compression Plates 11Holes,EACH,8400,10243.90244
PP004100,4.5mm Broad Compression Plates 12Holes,EACH,9380,11439.02439
PP004200,Ball burnishers for filling,SET,0,0
PP004250,Beeveej,EACH,884.7,1078.90244
PP004300,Dental polishing paste,EACH,0,0
PP004320,Dental High Speed handpiece,EACH,40000,48780.4878
PP004400,4.5mm Broad Compression Plates 13Holes,EACH,10350,12621.95122
PP004500,Barbed broaches xxx-fine/coarse,EACH,0,0
PP004600,Dental Chair,SET,0,0
PP004700,Electric Dental micro motor,EACH,114170,139231.7073
PP004750,Eascularp (DG555R) Lower Molar,EACH,31624.2,38566.09756
PP004800,"Biosonic,(UC32),cleaning solution,236ml,Each",EACH,20995.68,25604.4878
PP004900,4.5mm Narrow Compression Plates 14Holes,EACH,9380,11439.02439
PP005100,"Bite wafers, wax, white laminated (kerr)",PACK,0,0
PP005110,Bite Blocks,EACH,0,0
PP005400,"Brushes, Brittle, RA, pack of 20",PACK,0,0
PP005410,Calcium Hydroxide with idioform paste,EACH,65000,79268.29268
PP005700,"Brushes polishing medium,12",EACH,304,370.73171
PP006000,"Burs, composite finishing syst-Brilliant gloss kit",SET,0,0
PP006300,"Burs diamond flat-end tapered long FG medium,Each",EACH,0,0
PP006350,Diamond bars for fast hand piece,EACH,5000,6097.56098
PP006600,"Burs diamond cylinder long FG medium,Each",EACH,0,0
PP006660,"Burs diamond round FG,1011,medium,EACH",EACH,421.82,514.41463
PP006661,"Burs diamond round FG,1012,medium,EACH",EACH,421.825,514.42073
PP006662,"Burs diamond round FG,1013,medium,EACH",EACH,421.825,514.42073
PP006663,"Burs diamond round FG,1014,medium,EACH",EACH,62.55205,76.28299
PP006664,"Burs diamond round FG,1015,medium,EACH",EACH,0,0
PP006665,"Burs diamond round FG,1016,medium,EACH",EACH,421.82501,514.42074
PP006666,"Burs diamond round FG,1019,medium,EACH",EACH,244.2092,297.8161
PP006900,"Burs, diamond, round FG, medium",EACH,0,0
PP007200,"Burs Pameijer for crown & bridge,Set",SET,0,0
PP007500,"Burs steel round PC5,PC8,10",10,14791.5,18038.41463
PP007501,"Burs steel round PC5,EACH",EACH,2162.975,2637.77439
PP007502,"Burs steel round PC8,EACH",EACH,2162.975,2637.77439
PP007503,"Burs, steel round, PC5, PC8",6,0,0
PP007800,"Burs, TC round, oral surgery",EACH,0,0
PP008100,"Burs TC round plain cut,no.,6,7,8,Each",EACH,9718.48,11851.80488
PP008101,"Burs TC round plain cut,no.,6,EACH",EACH,9718.48,11851.80488
PP008102,"Burs TC round plain cut,no.,7,EACH",EACH,9718.48,11851.80488
PP008103,"Burs TC round plain cut,no.,8,EACH",EACH,9718.48,11851.80488
PP008400,"Burs TC tapered fissure oral surgery,Each",EACH,2947.5,3594.5122
PP008700,"Burs, TC, acrylic",EACH,0,0
PP009000,"Burs TC acrylic trimmers,Each",EACH,6690.86254,8159.58846
PP009300,"Burs, TC, Jota Carbide cutter, CX138/023",EACH,0,0
PP009600,"Burs, TC, Jota Carbide cutter, CX486F/023",EACH,0,0
PP009900,"Burs, TC, Jota Carbide cutter, CX75/060",EACH,0,0
PP010200,"Burs, TC, Jota Carbide cutter, CX77/070",EACH,0,0
PP010500,"Burs, TC, Jota Carbide cutter, CX79/040",EACH,0,0
PP010550,"Burs TC Cutter,Each",EACH,9718.48,11851.80488
PP010560,Burs for high speed medium round,EACH,0,0
PP010570,Burs for high speed Hand piece,EACH,0,0
PP010580,Burs for high speed Hand piece CONE SHARPED,EACH,0,0
PP010590,Burs for high speed Hand piece Small round,EACH,0,0
PP010600,Burs for high speed Hand piece large  round,EACH,0,0
PP010610,Burs for high speed Hand piece Diamond sharped,EACH,0,0
PP010620,Burs for high speed Hand piece wheel medium,EACH,0,0
PP010630,Endodontric reamers 10-45,SET,0,0
PP010640,Endodontric reamers root canals 50-80,SET,0,0
PP010650,Endodontric reamers 10-45 K files,SET,0,0
PP010660,Endodontric reamers 50-100 K files,SET,0,0
PP010670,Endodontic  root canal gurtta purcha points 10-45,EACH,0,0
PP010680,Endodontic  root canal gurtta purcha points 50-100,EACH,0,0
PP010690,Endodontic  root canal Self rocking root pliers,EACH,0,0
PP010700,Endodontic  root canal Ring rurers,EACH,0,0
PP010710,Endodontic  Root canals explorers,EACH,0,0
PP010720,Endodontic  Root canals Exacavators,EACH,0,0
PP010730,Endodontic  Root canals Apex locators,EACH,0,0
PP010740,Endodontic  Root canals Interproximal ryer,EACH,0,0
PP010750,Endodontic  Root canals Cement spatula,EACH,0,0
PP010760,Endodontic  Root canals barbed Nerve bronachers 6-,EACH,0,0
PP010770,Endodontic root canals endodontic spreader,EACH,0,0
PP010800,"Burs, two stripper, FG544, FG545",EACH,0,0
PP011100,"Calcium Hydroxide,Set",SET,0,0
PP011400,Carbamide peroxide 10% sustained rel-white,KIT,0,0
PP011700,Carrier for Amalgam (Aesculap DF 16C),EACH,0,0
PP012000,Cassette for OPG film 15cm x 30cm,EACH,0,0
PP012300,"Casting wax smooth 0.35mm green, pack of 15",EACH,0,0
PP012600,"Casting wax smooth 0.40mm green, pack of 15",EACH,0,0
PP012900,"Casting wax smooth 0.60mm green, pack of 15",EACH,0,0
PP012910,Wax knife,EACH,0,0
PP012920,Plaster knife,EACH,0,0
PP013200,"Cavit,medium,28g",28G,0,0
PP013500,Cephalometric X-ray films,PACK,0,0
PP013800,"Chisel enamel (Aesculap,DC,81),Each",EACH,25000,30487.80488
PP014100,Chlorophenol solution 1/2 oz,EACH,0,0
PP014400,"Cold mould seal,2.5L",2.5L,20042.12,24441.60976
PP014401,"Cold mould seal,5L",5L,0,0
PP014700,Coltene GI Mask,EACH,0,0
PP014800,4.5mm Broad Compression Plates 14Holes,EACH,11000,13414.63415
PP014900,4.5mm Narrow Compression Plates 7Holes,EACH,4525,5518.29268
PP015000,"Composite chemical cure & etching system,Pack",PACK,0,0
PP015300,"Composite finishing system,Each",EACH,0,0
PP015600,"Composite flowable Dyroet (Dentisply),Pack",PACK,0,0
PP015900,"Composite flowable revolution,(Kerr),Pack",PACK,0,0
PP016100,4.5mm Narrow Compression Plates 8Holes,EACH,5175,6310.97561
PP016200,"Composite light cure syringe (per 4g syringe),Pack",PACK,195000,237804.8781
PP016201,"Composite light cure 5g,Syringe shade,A1,EACH",EACH,6782.7,8271.58537
PP016202,"Composite light cure, 5g Syringe, Shade A2",EACH,0,0
PP016203,"Composite light cure,5g,Syringe shade,A3,EACH",EACH,0,0
PP016204,"Composite light cure,5g,Syringe shade,A3.5,EACH",EACH,0,0
PP016205,"Composite light cure,5g,Syringe shade,A4,EACH",EACH,0,0
PP016206,"Composite light cure,5g,Syringe shade,B1,EACH",EACH,0,0
PP016207,"Composite light cure,5g,Syringe shade,B2,EACH",EACH,0,0
PP016208,"Composite light cure,5g,Syringe shade,B3,EACH",EACH,0,0
PP016209,"Composite light cure,5g,Syringe shade,C1,EACH",EACH,0,0
PP016210,"Composite light cure,5g,Syringe shade,C2,EACH",EACH,0,0
PP016211,"Composite light cure,5g,Syringe shade,C3,EACH",EACH,0,0
PP016212,"Composite light cure,5g,Syringe shade,C4,EACH",EACH,0,0
PP016213,"Composite light cure,5g,Syringe shade,D2,EACH",EACH,0,0
PP016214,"Composite light cure,5g,Syringe shade,D3,EACH",EACH,0,0
PP016215,"Composite light cure,5g,Syringe shade,D4,EACH",EACH,0,0
PP016300,4.5mm Narrow Compression Plates 9Holes,EACH,5820,7097.56098
PP016400,4.5mm Narrow Compression Plates 10Holes,EACH,6795,8286.58537
PP016500,Composite sureful (Dentisply),PACK,0,0
PP016600,4.5mm Narrow Compression Plates 11Holes,EACH,7900,9634.14634
PP016800,"Cones pointed polishing medium,Each",EACH,3.46,4.21951
PP017100,"Contra angle h/p IS20,(NSK),Each",EACH,50367.2,61423.41463
PP017200,4.5mm Narrow Compression Plates 12Holes,EACH,8420,10268.29268
PP017300,4.5mm Narrow Compression Plates 13Holes,EACH,8900,10853.65854
PP017400,"Coupling quick disconnecting,PTL (NSK),Each",EACH,0,0
PP017700,"Cresophene,13ml,root canal disinfectant,Each",EACH,0,0
PP018000,"Crown & bridge impression material,Set",SET,0,0
PP018300,Crown forms acetate assorted,PACK,0,0
PP018600,Crown forms PD aluminium assorted,PACK,0,0
PP018900,Crown forms polycarbonate assorted,PACK,0,0
PP019200,Crown forms stainless steel assorted,PACK,0,0
PP019210,Composite for temporary crown,SET,0,0
PP019500,"Cup, Rubber, RA, pack of 20",PACK,0,0
PP019800,"Cutter wire (Aesculap,DP,551),Each",EACH,20000,24390.2439
PP019850,"Dental Unit Compressor,230 û 250v,2HP,50Hz",60L,0,0
PP020100,"Dental floss Oral B waxed,Pack",PACK,0,0
PP020110,Flacks for dental fabrication,EACH,0,0
PP020120,Preformed Adams Clip,EACH,0,0
PP020125,Performed temporary crown shade A1,EACH,0,0
PP020130,Gas burner,EACH,0,0
PP020140,Luting Agent,EACH,0,0
PP020400,"Dental hand scalers,Set",SET,19306.8,23544.87805
PP020700,"Dental lathe polishing brushes, course",EACH,0,0
PP021000,"Dental lathe polishing brushes fine,Each",EACH,20.04,24.43902
PP021300,Dental light cure machine,EACH,49000,59756.09756
PP021600,Dental scalers (automated machine),EACH,0,0
PP021900,Dental Technician lab kit,CASE,0,0
PP022200,Dentisply De Trey Zinc cement (liquid & powder),SET,0,0
PP022500,Dentisply Kalzinol Zinc cement (liquid & powder),SET,0,0
PP022800,Dentsply Core and Post System (Dentsply),KIT,0,0
PP023100,Desensitizing agent,KIT,0,0
PP023400,"Desensitizing agent, Flor - Opal sustained",KIT,0,0
PP023700,"Desensitizing agent, Flor - Opal varnish white",KIT,0,0
PP024000,"Diamond Grinders, set of 30",SET,0,0
PP024300,Disinfectant fine spray,500ML,0,0
PP024600,"Duplicating material, Coltene Lab Putty/Activato",SET,0,0
PP024900,Electrical pulp scanner,EACH,0,0
PP025200,"Elevator Coupland,no.2,(Aesculap DL,47),Each",EACH,5624.41941,6859.04806
PP025500,"Elevator, Coupland no. 3 (Aesculap DL 48)",EACH,13041,15903.65854
PP025800,"Elevator Cryer no.30,(Aesculap DL,211),Each",EACH,19212.23,23429.54878
PP026100,"Elevator Cryer no. 31,(Aesculap DL,212),Each",EACH,19212.23,23429.54878
PP026400,"Elevator, Warwick James, L (Aesculap DL 263)",EACH,16987.32,20716.2439
PP026700,"Elevator, Warwick James, R (Aesculap DL 264)",EACH,13415.22,16360.02439
PP027000,"Elevator, Warwick James, straight",EACH,17961.43,21904.18293
PP027300,"Elevator, zygomatic arch",EACH,0,0
PP027600,Endodontic pluggers,KIT,0,0
PP027900,Endodontic ruler 6,EACH,0,0
PP028200,Endo-stoppers silicone,150,0,0
PP028500,"Ethyl chloride gel, flavoured",EACH,0,0
PP028800,"Ethyl chloride spray topical anaesthetic,Each",EACH,0,0
PP029100,"Excavator, large (Aesculap DC 239)",EACH,0,0
PP029400,"Excavator, medium (Aesculap DC 200)",EACH,0,0
PP029450,"Expansion Screw,7.5mm,Each",EACH,8206,10007.31707
PP029700,Fiber-splint ml (Poldentia),KIT,0,0
PP030000,"Files, Hedstroem Kerr, 25mm 06-40",SET,0,0
PP030300,"Files, Hedstroem Kerr, 25mm 45-110",SET,0,0
PP030600,"Files, K-Flex Kerr, 21mm 06-40",SET,0,0
PP030900,"Files, K-Flex Kerr, 21mm, 45-110",SET,0,0
PP030901,"Files,K-Flex,Kerr,25mm,45/80,Set",SET,6453,7869.5122
PP030902,"Files,K-Flex,Kerr,25mm,15/40,Set",SET,0,0
PP030903,"Files,K-Flex,Kerr,25mm,80/100,Set",SET,30200,36829.26829
PP031200,"Film occlusal (Kodak),50",50,0,0
PP031500,"Film, OPG 30cmx15cm (Kodak) green sensitiv",100,0,0
PP031800,"Film periapical adult (Kodak,DF58),150",EACH,0,0
PP031850,"Final Gross polish,700g",700G,0,0
PP032100,"Fluoride varnish (Duraphat),Each",EACH,0,0
PP032400,"Forceps for wire ligature (Aesulap,DO,872),Each",EACH,22500,27439.02439
PP032700,Forceps repositioning (Aesculap DO 321),EACH,0,0
PP033000,"Forceps repositioning (Aesculap,DO,322),Each",EACH,0,0
PP033300,"Forceps, L/incisor & biscuspids, adult",EACH,10019.13,12218.45122
PP033600,"Forceps, L/ incisors, bicuspids, molars",EACH,21584.56,26322.63415
PP033900,"Forceps lower molar adult (Aesculap,DG,565),Each",EACH,22500,27439.02439
PP034200,"Forceps lower roots adult (Aesculap,DG,729),Each",EACH,21584.56,26322.63415
PP034500,"Forceps upper incisor adult (Aesculap,DG,006),Each",EACH,22500,27439.02439
PP034800,"Forceps upper incisor adult (Aesculap,DG,107),Each",EACH,22600,27560.97561
PP035100,"Forceps upper molar paed. (Aesculap,DK,60),Each",EACH,0,0
PP035400,"Forceps upper molar R and L (Aesculap,DG,130),Each",EACH,0,0
PP035700,"Forceps upper roots (Aesculap,DG,365),Each",EACH,0,0
PP036000,Glass dappen dish,EACH,0,0
PP036300,"Glass ionomer cement powder & liquid,Pack",PACK,42444.24,51761.26829
PP036600,Glass ionomer reinforced powder& liquid (Fuji IX),PACK,0,0
PP036601,Glass ionomer reinforced powder& liquid (Fuji 1X),PACK,0,0
PP036602,Glass ionomer reinforced powder& liquid (Fuji1X),PACK,0,0
PP036900,"Glass mixing slab,Each",EACH,0,0
PP037200,Gloss compound for acrylic,EACH,0,0
PP037500,"Gutta percha cone,(size 15-90),Pack",PACK,0,0
PP037800,"Gutta Percha points,PD,15-80,Set",SET,7246.56,8837.26829
PP038100,Hand piece for ultrasonic scaler p5 booster,SET,0,0
PP038140,"Heat Cure Polymer,5kg",5KG,0,0
PP038141,Heat Cure Monmer,5L,0,0
PP038142,Heat cure Acrylic Powder,SET,0,0
PP038143,chemical Cure Acrylic Powder,SET,0,0
PP038144,Wax Dental Base,EACH,0,0
PP038145,Sticky wax 70g,EACH,0,0
PP038150,"Fast hand piece, high torque, twin spray, autoclav",SET,0,0
PP038151,Ha-Friedy Graley SGR 13/14 K5,EACH,884.7,1078.90244
PP038160,"Fast hand piece bars, diamond, round, Medium",EACH,0,0
PP038170,"Fast hand piece bars, diamond, straight, Medium",EACH,0,0
PP038200,Jigling Jaws,EACH,0,0
PP038400,"Hemostatic sponges, Gelatins sponges, 50sponges",PACK,0,0
PP038700,"Hemostatic sponges, Spongostan, 24 sponges",PACK,0,0
PP039000,Hu-Friedy Endo Explorers,EACH,0,0
PP039300,Hu-Friedy Goldstein Composite #4,EACH,0,0
PP039600,Hu-Friedy Plugger # 153,EACH,0,0
PP039900,Hu-Friedy Plugger # 154,EACH,0,0
PP040200,"Hu-Friedy Plugger, high grade stainless steel",EACH,0,0
PP040500,"Hu-Friedy Plugger, high grade stainless steel",EACH,0,0
PP040800,"Hu-Friedy Plugger, high grade stainless steel",EACH,0,0
PP041100,"Hu-Friedy Plugger, high grade stainless steel",EACH,0,0
PP041400,"Hydrogen peroxide,20,vol.,500ml",500ML,8281.77354,10099.72383
PP041700,Impression paste/SS white ZOE,KIT,0,0
PP042000,Impression tray adhesive aerosol,EACH,0,0
PP042300,Impression tray solvent aerosol,EACH,0,0
PP042600,Intensifying screen green sensitive,EACH,0,0
PP042700,"Investiment for crown and bridges powder, 6kg",EACH,0,0
PP042710,"Plaster of paris powder,1KG",EACH,0,0
PP042800,"Investiment for crown and bridges liquid, 900ml",EACH,0,0
PP042900,"Intra oral camera, Kodak 1500 I/O wireless",EACH,5250000,6402439.024
PP043200,"Intra oral camera, Kodak 1500 USB wired",EACH,0,0
PP043250,"Intra,oral,Tips,100",100,0,0
PP043500,Ketac silver mamixcap (Espe),PACK,0,0
PP043800,L C Block Out Resin,TUBE,0,0
PP044100,"Lab Hand piece electrical,Each",EACH,0,0
PP044400,"Lab putty (coltene) catalyst economy pack,Kit",KIT,39600,48292.68293
PP044700,"Lab, Pumice No. 1 course 25 lb/kg",EACH,0,0
PP045000,"LabPumice,No.,3,medium course,25,lb/kg,Each",EACH,0,0
PP045300,"Lab,Pumice No. 4 fine 25 lb/kg",EACH,0,0
PP045600,LED Dental Head Light+35x420mm Dental Surgic,EACH,0,0
PP045900,Leddermix,EACH,0,0
PP046200,"Light cure composite,Kit",KIT,0,0
PP046500,"Lignocaine,2%,Adrenaline,1/80,000,cartridge,1.8m",50,31050,37865.85366
PP046501,"Lignocaine 2% Adrenaline 1/100,000 cartridg",50,0,0
PP046800,"Liner calcium hydroxide,Pack",PACK,0,0
PP047000,Electric Dental micro motor,SET,0,0
PP047100,"Liner glass ionomer,Pack",PACK,13267.04079,16179.31804
PP047400,"Liner, soft material",5KG,0,0
PP047700,"Mandibulectomy surgical insrtument,set,Each",EACH,0,0
PP048000,"Marginal Trimmer (L, R)",EACH,0,0
PP048300,"Masks face fluid resistant shield,25",25,3525.51563,4299.4093
PP048600,Mastoidectomy set,EACH,0,0
PP048900,"Matrix tape and dispenser 3M,Kit",KIT,9900,12073.17073
PP048950,"Matrix Bands Adult MOD wide,0.0015 inches,12",12,783.52,955.5122
PP048951,"Matrix Bands Adult MOD wide,0.002 inches,12",12,783.52,955.5122
PP048952,"Matrix Bands Adult Universal,0.002 inches,12",12,783.52,955.5122
PP048960,"Matrix band narrow,Pack",PACK,0,0
PP049200,Mepivacaine hydrochloride 3%plain1.8ml cartridg,50,0,0
PP049500,"Metal alloy, Auro-cast non-precious metal",EACH,0,0
PP049800,"Metal alloy, Ceraloy Alloy non-precious metal",EACH,0,0
PP050100,"Metal alloy, Chroloy non-precious metal (N&V)",EACH,0,0
PP050400,"Micromotor NSK Ultimate,XL,(NSK),Pack",PACK,0,0
PP050700,"Mirror handles, dental (Aesculap DA 74)",EACH,0,0
PP051000,"Mirror heads, dental (Aesculap DA 24)",12,0,0
PP051300,"Monomer acrylic denture,base,1L",1L,0,0
PP051600,"Monomer acrylic self cure resin base,1L",1L,0,0
PP051900,"Mops, polishing medium",EACH,0,0
PP051910,"Polishing Brushes, Smooth",EACH,0,0
PP052200,"Mops, polishing small",EACH,0,0
PP052500,"Mouth gag (mouth prop) adult,Set",SET,0,0
PP052800,Mouth gag (mouth prop) children,SET,0,0
PP053100,"Needle holder crile-wood (Aesculap,BM,16),Each",EACH,0,0
PP053400,"Needle disposable dental,27g,long sharewood,100",100,288,351.21951
PP053700,"Needle disposable dental,30g,long,100",100,0,0
